RegisterSchemaVersion,DependencyID,FromPackageID,FromDeliverableID,FromDeliverableName,DependencyClass,AnchorType,Direction,DependencyType,TargetType,TargetPackageID,TargetDeliverableID,TargetRefID,TargetName,TargetLocation,Statement,EvidenceFile,SourceRef,EvidenceQuote,Explicitness,RequiredMaturity,ProposedMaturity,SatisfactionStatus,Confidence,Origin,FirstSeen,LastSeen,Status,Notes,EstimateImpactClass,ConsumerHint
v3.1,DEP-003-03-001,PKG-003,DEL-003-03,Ductwork & Distribution Plans,ANCHOR,IMPLEMENTS_NODE,UPSTREAM,OTHER,WBS_NODE,,,,SOW-0013,_Decomposition/WDMLRL_Decomposition_Claude.md,"DEL-003-03 implements SOW-0013: Complete final mechanical design (HVAC, ventilation, exhaust systems)",Datasheet.md,Datasheet > Identification > Primary SOW Coverage,Primary SOW Coverage: SOW-0013,EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Confirmed in decomposition Section 7 PKG-003 table and Datasheet Identification table.,,
v3.1,DEP-003-03-002,PKG-003,DEL-003-03,Ductwork & Distribution Plans,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,,OBJ-001,_Decomposition/WDMLRL_Decomposition_Claude.md,"DEL-003-03 supports OBJ-001: Deliver a code-compliant, fully functional maintenance shop addition",Datasheet.md,Datasheet > Identification > Objectives Supported,"Objectives Supported: OBJ-001, OBJ-003, OBJ-004",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. OBJ-001 confirmed in decomposition Section 7 PKG-003 table.,,
v3.1,DEP-003-03-003,PKG-003,DEL-003-03,Ductwork & Distribution Plans,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,,OBJ-003,_Decomposition/WDMLRL_Decomposition_Claude.md,"DEL-003-03 supports OBJ-003: Produce complete P.Eng.-stamped IFC design documentation across all disciplines",Datasheet.md,Datasheet > Identification > Objectives Supported,"Objectives Supported: OBJ-001, OBJ-003, OBJ-004",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. OBJ-003 confirmed in decomposition Section 7 PKG-003 table.,,
v3.1,DEP-003-03-004,PKG-003,DEL-003-03,Ductwork & Distribution Plans,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,,OBJ-004,_Decomposition/WDMLRL_Decomposition_Claude.md,"DEL-003-03 supports OBJ-004: Install and commission all mechanical systems to operational readiness",Datasheet.md,Datasheet > Identification > Objectives Supported,"Objectives Supported: OBJ-001, OBJ-003, OBJ-004",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. OBJ-004 confirmed in decomposition Section 7 PKG-003 table.,,
v3.1,DEP-003-03-005,PKG-003,DEL-003-03,Ductwork & Distribution Plans,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-003,DEL-003-01,,Preliminary Mechanical Design,_Decomposition/WDMLRL_Decomposition_Claude.md,County approval of DEL-003-01 (Preliminary Mechanical Design) is mandatory before IFC issuance of DEL-003-03,Procedure.md,Procedure > Prerequisites > Required Prior Deliverables,"DEL-003-01 … County-approved … County approval of preliminary design is mandatory before IFC issuance (Source: RFP §3.3.2)",EXPLICIT,County-approved,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Explicit prerequisite with required maturity (County-approved). Gates IFC issuance.,BLOCKING,TASK_ESTIMATING
v3.1,DEP-003-03-006,PKG-003,DEL-003-03,Ductwork & Distribution Plans,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-003,DEL-003-02,,HVAC Layout Plans,_Decomposition/WDMLRL_Decomposition_Claude.md,DEL-003-02 (HVAC Layout Plans) must be substantially complete with equipment locations fixed before ductwork routing can be finalized,Procedure.md,Procedure > Prerequisites > Required Prior Deliverables,"DEL-003-02 … Substantially complete (equipment locations fixed) … Ductwork routing originates from equipment locations",EXPLICIT,Substantially complete,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Explicit prerequisite; equipment placement drives duct routing geometry.,BLOCKING,TASK_ESTIMATING
v3.1,DEP-003-03-007,PKG-003,DEL-003-03,Ductwork & Distribution Plans,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-003,DEL-003-06,,Mechanical Calculation Package,_Decomposition/WDMLRL_Decomposition_Claude.md,DEL-003-06 (Mechanical Calculation Package) must provide design airflows before duct sizing can proceed,Procedure.md,Procedure > Prerequisites > Required Prior Deliverables,"DEL-003-06 … Sufficiently advanced to provide design airflows … Duct sizing is driven by calculated airflow requirements",EXPLICIT,Sufficiently advanced,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Explicit prerequisite; airflow calculations underpin all duct sizing.,BLOCKING,TASK_ESTIMATING
v3.1,DEP-003-03-008,PKG-003,DEL-003-03,Ductwork & Distribution Plans,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-008,DEL-008-01,,Geotechnical Investigation & Report,_Decomposition/WDMLRL_Decomposition_Claude.md,DEL-008-01 (Geotechnical Investigation & Report) required complete for foundation/slab conditions affecting below-grade mechanical penetrations,Procedure.md,Procedure > Prerequisites > Required Prior Deliverables,"DEL-008-01 … Complete … Foundation and slab conditions may affect below-grade mechanical penetrations (service pit ventilation)",EXPLICIT,Complete,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Explicit prerequisite; service pit ventilation ductwork requires slab/foundation data.,ADVISORY,TASK_ESTIMATING
v3.1,DEP-003-03-009,PKG-003,DEL-003-03,Ductwork & Distribution Plans,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,PACKAGE,PKG-001,,,Architectural Drawing Set (DEL-001 set),_Decomposition/WDMLRL_Decomposition_Claude.md,Architectural floor plans and sections (DEL-001 set) must be issued for coordination to provide space geometry and ceiling heights for duct routing,Procedure.md,Procedure > Prerequisites > Required Prior Deliverables,"DEL-001 set (Architectural Floor Plans, Sections) … Issued for coordination … Space geometry, ceiling heights, and room dimensions needed",EXPLICIT,Issued for coordination,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Explicit prerequisite; architectural geometry drives duct routing.,BLOCKING,TASK_ESTIMATING
v3.1,DEP-003-03-010,PKG-003,DEL-003-03,Ductwork & Distribution Plans,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,PACKAGE,PKG-002,,,Structural Drawing Set (DEL-002 set),_Decomposition/WDMLRL_Decomposition_Claude.md,"Structural drawings (DEL-002 set) must be issued for coordination to provide concrete member locations, crane rail positions, and permitted penetration zones",Procedure.md,Procedure > Prerequisites > Required Prior Deliverables,"DEL-002 set … Issued for coordination … Concrete structural member locations, crane rail positions, and permitted penetration zones required",EXPLICIT,Issued for coordination,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Explicit prerequisite; structural constraints govern duct routing and penetrations.,BLOCKING,TASK_ESTIMATING
