RegisterSchemaVersion,DependencyID,FromPackageID,FromDeliverableID,FromDeliverableName,DependencyClass,AnchorType,Direction,DependencyType,TargetType,TargetPackageID,TargetDeliverableID,TargetRefID,TargetName,TargetLocation,Statement,EvidenceFile,SourceRef,EvidenceQuote,Explicitness,RequiredMaturity,ProposedMaturity,SatisfactionStatus,Confidence,Origin,FirstSeen,LastSeen,Status,Notes,EstimateImpactClass,ConsumerHint
v3.1,DEP-011-06-A01,PKG-011,DEL-011-06,Service Pit/Trench,ANCHOR,IMPLEMENTS_NODE,UPSTREAM,OTHER,WBS_NODE,,,,SOW-0028,_Decomposition/WDMLRL_Decomposition_Claude.md,DEL-011-06 implements SOW-0028 (Construct ventilated and lighted service pit/trench for under-equipment servicing) within PKG-011,Datasheet.md,Datasheet > Identification > SOW Reference,SOW Reference: SOW-0028,EXPLICIT,TBD,TBD,NOT_APPLICABLE,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Confirmed in decomposition Scope Ledger line SOW-0028 -> PKG-011 -> DEL-011-06.,,
v3.1,DEP-011-06-A02,PKG-011,DEL-011-06,Service Pit/Trench,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,,OBJ-001,_Decomposition/WDMLRL_Decomposition_Claude.md,DEL-011-06 supports OBJ-001 (Deliver a code-compliant fully functional maintenance shop addition),Datasheet.md,Datasheet > Identification > Sources; Decomposition §7 PKG-011 table,Supports OBJ: OBJ-001,EXPLICIT,TBD,TBD,NOT_APPLICABLE,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Decomposition §7 PKG-011 deliverable table and §8 Scope Ledger SOW-0028 both map to OBJ-001.,,
v3.1,DEP-011-06-E01,PKG-011,DEL-011-06,Service Pit/Trench,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-002,DEL-002-06,,Service Pit / Trench Structural Details (IFC Drawings),,IFC structural drawings (DEL-002-06) must be issued for construction and approved before any pit construction work commences. This is the primary design input governing all dimensions and structural details.,Procedure.md,Procedure > Prerequisites > P-1,No pit construction work shall commence without IFC drawings,EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Stated in Procedure P-1 and Specification REQ-011-06-04. IFC drawings not yet produced.,BLOCKING,TASK_ESTIMATING
v3.1,DEP-011-06-E02,PKG-011,DEL-011-06,Service Pit/Trench,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,PACKAGE,,,,PKG-010,_Decomposition/WDMLRL_Decomposition_Claude.md,Foundation construction (PKG-010) must be substantially complete before pit excavation begins within the building footprint.,Procedure.md,Procedure > Prerequisites > P-2,"Foundation must be substantially complete before pit excavation begins",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Stated in Procedure P-2 and Specification REQ-011-06-07. Also declared in _DEPENDENCIES.md.,BLOCKING,TASK_ESTIMATING
v3.1,DEP-011-06-E03,PKG-011,DEL-011-06,Service Pit/Trench,EXECUTION,NOT_APPLICABLE,UPSTREAM,CONSTRAINT,DELIVERABLE,PKG-011,DEL-011-01,,Concrete Superstructure,,Structural frame sequencing must be coordinated so that pit excavation and construction are not obstructed by superstructure elements.,Procedure.md,Procedure > Prerequisites > P-3,"Structural frame sequencing must be coordinated so that pit excavation and construction are not obstructed",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Stated in Procedure P-3 and Specification REQ-011-06-07. Also declared in _DEPENDENCIES.md.,ADVISORY,TASK_ESTIMATING
v3.1,DEP-011-06-E04,PKG-011,DEL-011-06,Service Pit/Trench,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,PACKAGE,,,,PKG-003,_Decomposition/WDMLRL_Decomposition_Claude.md,Mechanical design (PKG-003) must define ventilation performance criteria (air changes per hour or contaminant limits) for the service pit per Alberta OHS Code Parts 5/25.,Specification.md,Specification > REQ-011-06-02,"Measurable performance criteria TBD -- define minimum air changes per hour ... Responsible: mechanical engineer via PKG-003",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Specification REQ-011-06-02 explicitly assigns criteria definition to PKG-003. Ventilation is an RFP requirement (RFP section 3.4).,BLOCKING,TASK_ESTIMATING
v3.1,DEP-011-06-E05,PKG-011,DEL-011-06,Service Pit/Trench,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,PACKAGE,,,,PKG-004,_Decomposition/WDMLRL_Decomposition_Claude.md,Electrical design (PKG-004) must define lighting performance criteria (minimum lux level) for the service pit per applicable illumination standard.,Specification.md,Specification > REQ-011-06-03,"Measurable performance criteria TBD -- define minimum lux level ... Responsible: electrical engineer via PKG-004",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Specification REQ-011-06-03 explicitly assigns criteria definition to PKG-004.,ADVISORY,TASK_ESTIMATING
v3.1,DEP-011-06-E06,PKG-011,DEL-011-06,Service Pit/Trench,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,PACKAGE,,,,PKG-006,_Decomposition/WDMLRL_Decomposition_Claude.md,Plumbing design (PKG-006) must define floor drain routing and connection point for the service pit. Scope boundary between this deliverable and PKG-006/PKG-014 is unresolved.,Guidance.md,Guidance > Considerations > Floor Drainage,"Floor drainage must be coordinated with PKG-006 and PKG-014",EXPLICIT,TBD,TBD,PENDING,MEDIUM,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Referenced in Guidance and Datasheet. Scope boundary unresolved per Conflict Table C-011-06-03 and C-011-06-04.,ADVISORY,TASK_ESTIMATING
v3.1,DEP-011-06-E07,PKG-011,DEL-011-06,Service Pit/Trench,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,PACKAGE,,,,PKG-013,_Decomposition/WDMLRL_Decomposition_Claude.md,Ventilation rough-in requirements must be confirmed with mechanical contractor (PKG-013) before concrete placement. Embedded sleeves and duct openings required during formwork.,Procedure.md,Procedure > Prerequisites > P-4; Step 4.2,"Rough-in requirements for ventilation (PKG-013) must be confirmed ... before any concrete placement",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Procedure P-4 and Step 4.2 require confirmed rough-in before concrete pour.,BLOCKING,TASK_ESTIMATING
v3.1,DEP-011-06-E08,PKG-011,DEL-011-06,Service Pit/Trench,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,PACKAGE,,,,PKG-015,_Decomposition/WDMLRL_Decomposition_Claude.md,Lighting rough-in requirements must be confirmed with electrical contractor (PKG-015) before concrete placement. Conduit and junction boxes must be embedded in pit walls.,Procedure.md,Procedure > Prerequisites > P-4; Step 4.2,"Rough-in requirements for lighting (PKG-015) must be confirmed ... before any concrete placement",EXPLICIT,TBD,TBD,PENDING,HIGH,EXTRACTED,2026-02-26,2026-02-26,ACTIVE,FACT. Procedure P-4 and Step 4.2 require confirmed rough-in before concrete pour.,BLOCKING,TASK_ESTIMATING
